config,ndcg,sim,popularity,item_collab,user_collab,trending,session
random,0.161409,0.123,0.071,0.241,0.102,0.346,0.117
random,0.16121,0.064,0.364,0.001,0.371,0.158,0.042
random,0.161155,0.022,0.488,0.139,0.051,0.032,0.268
random,0.161103,0.05,0.184,0.033,0.471,0.157,0.105
random,0.161053,0.032,0.349,0.281,0.099,0.229,0.01
random,0.161045,0.002,0.159,0.308,0.278,0.218,0.035
random,0.161029,0.034,0.549,0.023,0.3,0.008,0.087
random,0.161021,0.019,0.502,0.049,0.138,0.076,0.217
random,0.160996,0.201,0.209,0.008,0.105,0.303,0.174
random,0.160987,0.064,0.006,0.442,0.07,0.324,0.093
random,0.16096,0.067,0.057,0.161,0.033,0.244,0.438
random,0.160955,0.039,0.029,0.018,0.108,0.185,0.621
random,0.160885,0.157,0.277,0.211,0.023,0.331,0.001
random,0.160874,0.02,0.16,0.197,0.04,0.063,0.519
random,0.160844,0.041,0.052,0.571,0.019,0.27,0.048
random,0.160753,0.119,0.235,0.106,0.085,0.288,0.167
random,0.160729,0.074,0.046,0.473,0.014,0.332,0.062
random,0.160715,0.098,0.277,0.271,0.012,0.305,0.037
random,0.160641,0.018,0.056,0.221,0.36,0.248,0.097
random,0.160604,0.001,0.086,0.387,0.034,0.13,0.362
random,0.160513,0.001,0.449,0.016,0.466,0.001,0.067
random,0.160507,0.111,0.034,0.396,0.081,0.352,0.027
random,0.16038,0.002,0.213,0.363,0.04,0.034,0.348
random,0.16035,0.002,0.419,0.263,0.03,0.174,0.113
random,0.160328,0.178,0.263,0.013,0.093,0.302,0.151
random,0.160166,0.014,0.123,0.574,0.003,0.238,0.05
random,0.160142,0.0,0.291,0.076,0.051,0.062,0.52
random,0.160108,0.05,0.074,0.036,0.082,0.221,0.537
random,0.160106,0.016,0.039,0.088,0.003,0.001,0.852
random,0.160004,0.025,0.139,0.38,0.006,0.221,0.228
random,0.159971,0.012,0.021,0.059,0.044,0.077,0.788
random,0.159946,0.083,0.009,0.053,0.013,0.218,0.623
random,0.159901,0.026,0.281,0.049,0.033,0.134,0.476
random,0.159895,0.019,0.019,0.053,0.533,0.169,0.206
random,0.159828,0.335,0.009,0.1,0.078,0.43,0.048
random,0.159807,0.044,0.024,0.267,0.07,0.266,0.329
random,0.159679,0.009,0.388,0.0,0.004,0.063,0.535
random,0.159666,0.127,0.001,0.114,0.007,0.28,0.471
random,0.159545,0.015,0.357,0.275,0.011,0.211,0.13
random,0.159529,0.013,0.348,0.003,0.048,0.101,0.487
random,0.159524,0.022,0.212,0.095,0.044,0.09,0.537
random,0.159302,0.013,0.314,0.001,0.544,0.1,0.028
random,0.159275,0.071,0.006,0.076,0.243,0.269,0.335
random,0.159253,0.009,0.04,0.035,0.052,0.001,0.861
random,0.159206,0.079,0.206,0.183,0.126,0.282,0.125
random,0.159186,0.001,0.033,0.134,0.061,0.004,0.766
random,0.15918,0.001,0.363,0.016,0.126,0.054,0.44
random,0.159167,0.013,0.22,0.242,0.233,0.21,0.082
random,0.15913,0.018,0.018,0.013,0.478,0.17,0.302
random,0.158926,0.132,0.05,0.069,0.005,0.31,0.434
random,0.158888,0.077,0.249,0.28,0.098,0.294,0.003
random,0.158867,0.037,0.366,0.031,0.302,0.162,0.103
random,0.158738,0.021,0.012,0.035,0.03,0.063,0.84
random,0.158616,0.088,0.035,0.188,0.142,0.329,0.218
random,0.158544,0.005,0.586,0.211,0.017,0.083,0.098
random,0.158544,0.017,0.145,0.089,0.075,0.154,0.52
random,0.158492,0.006,0.07,0.519,0.088,0.273,0.045
random,0.158363,0.307,0.001,0.148,0.059,0.429,0.057
random,0.158359,0.228,0.294,0.017,0.018,0.338,0.105
random,0.158332,0.114,0.051,0.088,0.347,0.286,0.114
random,0.158328,0.012,0.584,0.236,0.002,0.017,0.149
random,0.158294,0.019,0.113,0.07,0.086,0.175,0.537
random,0.158103,0.15,0.003,0.151,0.366,0.326,0.005
random,0.158031,0.025,0.201,0.402,0.003,0.257,0.112
random,0.157993,0.043,0.411,0.017,0.236,0.155,0.138
random,0.157871,0.0,0.035,0.087,0.644,0.142,0.092
random,0.157868,0.003,0.025,0.584,0.102,0.287,0.0
random,0.157856,0.092,0.174,0.189,0.204,0.29,0.052
random,0.157817,0.013,0.148,0.194,0.046,0.132,0.466
random,0.157751,0.004,0.134,0.202,0.101,0.22,0.339
random,0.157651,0.027,0.387,0.01,0.326,0.117,0.133
random,0.157615,0.035,0.004,0.591,0.013,0.263,0.095
random,0.157555,0.101,0.078,0.015,0.005,0.243,0.557
random,0.157393,0.005,0.194,0.118,0.019,0.051,0.612
random,0.157358,0.067,0.261,0.196,0.04,0.276,0.161
random,0.157179,0.019,0.105,0.015,0.1,0.203,0.559
random,0.157118,0.038,0.623,0.023,0.051,0.0,0.265
random,0.157034,0.032,0.1,0.099,0.012,0.197,0.56
random,0.156942,0.072,0.492,0.102,0.048,0.228,0.059
random,0.156841,0.179,0.066,0.224,0.129,0.363,0.039
random,0.156735,0.125,0.119,0.131,0.066,0.312,0.246
random,0.156701,0.044,0.631,0.038,0.07,0.0,0.216
random,0.156696,0.051,0.839,0.056,0.002,0.01,0.041
random,0.156658,0.015,0.191,0.075,0.014,0.005,0.701
random,0.156656,0.256,0.113,0.065,0.135,0.373,0.058
random,0.156556,0.247,0.072,0.033,0.045,0.379,0.223
random,0.156528,0.001,0.065,0.029,0.302,0.178,0.426
random,0.156445,0.086,0.045,0.299,0.169,0.335,0.067
random,0.156303,0.037,0.118,0.007,0.014,0.063,0.762
random,0.156301,0.115,0.007,0.045,0.469,0.255,0.109
random,0.156066,0.0,0.412,0.015,0.319,0.046,0.208
random,0.15603,0.0,0.006,0.057,0.104,0.083,0.749
random,0.155939,0.097,0.193,0.18,0.245,0.278,0.007
random,0.155904,0.014,0.021,0.081,0.034,0.105,0.745
random,0.15584,0.026,0.2,0.009,0.302,0.174,0.289
random,0.155791,0.026,0.093,0.285,0.094,0.256,0.246
random,0.155652,0.06,0.054,0.288,0.198,0.316,0.085
random,0.155453,0.031,0.206,0.102,0.128,0.199,0.333
random,0.155387,0.134,0.002,0.018,0.156,0.282,0.408
random,0.155387,0.024,0.375,0.056,0.074,0.145,0.326
random,0.155209,0.018,0.058,0.254,0.001,0.2,0.469
random,0.155168,0.002,0.124,0.537,0.046,0.279,0.012
random,0.15512,0.014,0.147,0.347,0.172,0.241,0.08
random,0.155013,0.028,0.439,0.026,0.059,0.174,0.273
random,0.154947,0.042,0.055,0.011,0.012,0.155,0.725
random,0.154604,0.061,0.282,0.236,0.023,0.311,0.087
random,0.15459,0.006,0.503,0.013,0.067,0.022,0.39
random,0.154585,0.046,0.001,0.011,0.012,0.151,0.779
random,0.154456,0.016,0.177,0.095,0.009,0.189,0.514
random,0.154452,0.007,0.237,0.254,0.02,0.209,0.275
random,0.154307,0.002,0.012,0.001,0.615,0.124,0.246
random,0.154291,0.257,0.033,0.146,0.111,0.395,0.058
random,0.154275,0.019,0.481,0.023,0.037,0.007,0.433
random,0.154199,0.012,0.019,0.119,0.085,0.146,0.618
random,0.153907,0.008,0.564,0.09,0.156,0.046,0.136
random,0.15387,0.016,0.063,0.586,0.025,0.278,0.032
random,0.153847,0.093,0.046,0.287,0.12,0.363,0.091
random,0.153649,0.01,0.628,0.204,0.009,0.039,0.111
random,0.153582,0.094,0.43,0.083,0.113,0.237,0.043
random,0.153544,0.008,0.046,0.024,0.388,0.17,0.364
random,0.153405,0.265,0.209,0.006,0.059,0.37,0.092
random,0.153332,0.044,0.631,0.003,0.111,0.018,0.193
random,0.153315,0.02,0.188,0.142,0.364,0.194,0.092
random,0.153303,0.026,0.052,0.587,0.009,0.293,0.033
random,0.153302,0.062,0.169,0.217,0.15,0.292,0.11
random,0.153287,0.245,0.328,0.034,0.03,0.36,0.003
random,0.153243,0.093,0.27,0.004,0.449,0.179,0.004
random,0.153216,0.007,0.229,0.153,0.046,0.195,0.37
random,0.153161,0.018,0.016,0.709,0.0,0.251,0.005
random,0.153138,0.041,0.519,0.007,0.015,0.035,0.383
random,0.153131,0.01,0.534,0.074,0.035,0.001,0.346
random,0.153093,0.089,0.051,0.255,0.26,0.321,0.024
random,0.153087,0.207,0.006,0.03,0.275,0.353,0.129
random,0.152874,0.036,0.563,0.024,0.326,0.04,0.012
random,0.152742,0.01,0.517,0.139,0.023,0.055,0.257
random,0.15256,0.01,0.193,0.014,0.487,0.156,0.139
random,0.152456,0.02,0.614,0.039,0.212,0.002,0.113
random,0.152407,0.019,0.002,0.039,0.036,0.138,0.767
random,0.152344,0.31,0.006,0.105,0.004,0.428,0.146
random,0.152325,0.014,0.522,0.04,0.292,0.079,0.054
random,0.152261,0.026,0.441,0.04,0.046,0.078,0.369
random,0.152257,0.005,0.007,0.284,0.262,0.275,0.167
random,0.152161,0.001,0.354,0.107,0.397,0.139,0.002
random,0.15206,0.109,0.18,0.315,0.037,0.35,0.009
random,0.151933,0.006,0.394,0.311,0.028,0.223,0.039
random,0.151808,0.091,0.629,0.02,0.021,0.189,0.051
random,0.151697,0.128,0.077,0.039,0.091,0.316,0.347
random,0.1516,0.13,0.168,0.02,0.017,0.301,0.365
random,0.1516,0.018,0.146,0.204,0.005,0.218,0.409
random,0.151457,0.003,0.399,0.013,0.574,0.009,0.002
random,0.151368,0.091,0.171,0.045,0.089,0.254,0.35
random,0.151331,0.029,0.245,0.008,0.558,0.141,0.019
random,0.151308,0.013,0.207,0.002,0.004,0.13,0.644
random,0.151069,0.032,0.303,0.123,0.245,0.21,0.086
random,0.150885,0.04,0.225,0.318,0.097,0.301,0.02
random,0.150804,0.124,0.214,0.217,0.045,0.346,0.054
random,0.150639,0.036,0.206,0.001,0.013,0.197,0.547
random,0.150575,0.006,0.154,0.019,0.0,0.127,0.694
random,0.150266,0.003,0.456,0.038,0.369,0.063,0.071
random,0.150256,0.023,0.041,0.133,0.036,0.225,0.542
random,0.150178,0.096,0.158,0.192,0.007,0.35,0.197
random,0.149997,0.034,0.36,0.151,0.218,0.201,0.036
random,0.149996,0.042,0.768,0.071,0.02,0.049,0.05
random,0.149932,0.323,0.016,0.089,0.005,0.45,0.116
random,0.149606,0.045,0.052,0.257,0.07,0.292,0.285
random,0.149481,0.006,0.081,0.528,0.014,0.293,0.078
random,0.149402,0.146,0.03,0.139,0.057,0.37,0.259
random,0.149326,0.029,0.349,0.219,0.005,0.231,0.167
random,0.149259,0.155,0.118,0.071,0.165,0.327,0.164
random,0.149158,0.002,0.109,0.414,0.174,0.274,0.028
random,0.149121,0.0,0.053,0.444,0.074,0.247,0.182
random,0.148934,0.061,0.006,0.388,0.003,0.328,0.213
random,0.148826,0.048,0.722,0.024,0.054,0.103,0.049
random,0.148574,0.01,0.588,0.106,0.004,0.017,0.274
random,0.148553,0.205,0.093,0.171,0.097,0.399,0.037
random,0.14851,0.015,0.614,0.183,0.02,0.142,0.026
random,0.148488,0.004,0.07,0.341,0.17,0.266,0.15
random,0.148484,0.092,0.052,0.079,0.066,0.293,0.419
random,0.148375,0.067,0.081,0.258,0.091,0.328,0.174
random,0.148362,0.004,0.284,0.352,0.005,0.241,0.115
random,0.148323,0.24,0.052,0.181,0.098,0.426,0.002
random,0.148257,0.007,0.124,0.045,0.043,0.155,0.625
random,0.148047,0.173,0.035,0.004,0.243,0.334,0.211
random,0.148043,0.031,0.767,0.066,0.059,0.036,0.041
random,0.148032,0.052,0.528,0.026,0.08,0.17,0.145
random,0.14801,0.005,0.349,0.036,0.071,0.132,0.407
random,0.147979,0.183,0.128,0.121,0.023,0.377,0.169
random,0.147889,0.206,0.083,0.274,0.001,0.435,0.001
random,0.147847,0.037,0.069,0.002,0.488,0.171,0.233
random,0.147807,0.102,0.209,0.25,0.102,0.333,0.005
random,0.147515,0.024,0.001,0.653,0.0,0.318,0.003
random,0.147474,0.096,0.153,0.225,0.083,0.344,0.1
random,0.147457,0.034,0.528,0.045,0.0,0.084,0.308
random,0.147376,0.004,0.137,0.006,0.065,0.179,0.609
random,0.147331,0.014,0.021,0.012,0.208,0.198,0.546
random,0.147273,0.106,0.073,0.346,0.039,0.377,0.059
random,0.147188,0.307,0.001,0.045,0.068,0.429,0.15
random,0.147187,0.029,0.162,0.096,0.317,0.225,0.171
random,0.147063,0.052,0.178,0.411,0.004,0.335,0.019
random,0.146963,0.015,0.496,0.061,0.023,0.057,0.349
random,0.146911,0.219,0.083,0.132,0.073,0.407,0.087
random,0.146813,0.003,0.053,0.004,0.004,0.173,0.763
random,0.146769,0.033,0.834,0.067,0.01,0.003,0.054
random,0.146703,0.0,0.522,0.067,0.285,0.001,0.125
random,0.146679,0.057,0.651,0.084,0.122,0.085,0.001
random,0.146565,0.369,0.032,0.014,0.046,0.459,0.079
random,0.146538,0.15,0.214,0.167,0.111,0.354,0.005
random,0.146518,0.118,0.024,0.089,0.136,0.34,0.292
random,0.146386,0.273,0.272,0.028,0.004,0.376,0.048
random,0.146228,0.008,0.368,0.023,0.009,0.154,0.438
random,0.146194,0.004,0.349,0.017,0.11,0.158,0.362
random,0.146155,0.169,0.14,0.018,0.164,0.319,0.19
random,0.146144,0.002,0.453,0.001,0.103,0.112,0.329
random,0.146126,0.151,0.044,0.2,0.001,0.382,0.221
random,0.146061,0.173,0.172,0.156,0.0,0.374,0.126
random,0.145987,0.067,0.079,0.005,0.493,0.215,0.14
random,0.145761,0.001,0.01,0.029,0.01,0.138,0.812
random,0.145327,0.009,0.016,0.431,0.227,0.315,0.002
random,0.145318,0.097,0.037,0.437,0.005,0.381,0.042
random,0.145223,0.005,0.084,0.345,0.034,0.243,0.289
random,0.144992,0.228,0.001,0.102,0.057,0.421,0.191
random,0.144952,0.066,0.825,0.022,0.022,0.063,0.002
random,0.144929,0.006,0.234,0.199,0.114,0.227,0.219
random,0.144398,0.195,0.035,0.007,0.112,0.361,0.29
random,0.14423,0.081,0.011,0.093,0.243,0.313,0.258
random,0.14418,0.071,0.202,0.26,0.035,0.332,0.101
random,0.144144,0.125,0.194,0.133,0.057,0.337,0.153
random,0.143985,0.026,0.443,0.035,0.003,0.165,0.328
random,0.143777,0.01,0.393,0.303,0.063,0.224,0.007
random,0.143764,0.005,0.749,0.086,0.075,0.019,0.067
random,0.143748,0.163,0.13,0.279,0.016,0.412,0.0
random,0.143485,0.171,0.002,0.033,0.001,0.394,0.399
random,0.143385,0.006,0.695,0.102,0.088,0.03,0.078
random,0.143108,0.037,0.019,0.152,0.178,0.283,0.33
random,0.143013,0.075,0.044,0.334,0.064,0.337,0.146
random,0.142956,0.203,0.406,0.018,0.037,0.321,0.015
random,0.142941,0.032,0.761,0.079,0.023,0.105,0.001
random,0.14288,0.017,0.439,0.011,0.001,0.108,0.424
random,0.142849,0.011,0.608,0.014,0.063,0.046,0.258
random,0.142821,0.158,0.065,0.017,0.083,0.353,0.325
random,0.142716,0.066,0.075,0.029,0.333,0.259,0.237
random,0.142672,0.01,0.077,0.084,0.212,0.209,0.408
random,0.142649,0.0,0.655,0.105,0.149,0.037,0.053
random,0.142611,0.095,0.119,0.101,0.108,0.327,0.251
random,0.142593,0.018,0.333,0.151,0.078,0.205,0.215
random,0.14256,0.008,0.045,0.424,0.098,0.294,0.13
random,0.142523,0.004,0.186,0.395,0.095,0.283,0.037
random,0.142476,0.053,0.251,0.266,0.015,0.321,0.095
random,0.142439,0.006,0.494,0.106,0.259,0.135,0.0
random,0.142415,0.052,0.642,0.004,0.062,0.093,0.145
random,0.1424,0.007,0.46,0.001,0.291,0.053,0.187
random,0.142317,0.094,0.359,0.003,0.204,0.223,0.117
random,0.14221,0.277,0.002,0.079,0.166,0.442,0.034
random,0.142183,0.0,0.011,0.096,0.087,0.234,0.572
random,0.142171,0.002,0.155,0.154,0.046,0.207,0.436
random,0.142098,0.006,0.067,0.394,0.004,0.287,0.241
random,0.142087,0.02,0.147,0.069,0.001,0.229,0.535
random,0.141838,0.023,0.092,0.172,0.131,0.258,0.325
random,0.14182,0.01,0.208,0.26,0.101,0.268,0.152
random,0.14174,0.001,0.002,0.168,0.541,0.197,0.092
random,0.141677,0.068,0.337,0.118,0.216,0.246,0.015
random,0.141343,0.003,0.226,0.003,0.423,0.167,0.178
random,0.141093,0.006,0.508,0.061,0.164,0.083,0.178
random,0.141073,0.118,0.099,0.007,0.539,0.237,0.0
random,0.140993,0.02,0.048,0.158,0.001,0.241,0.532
random,0.140839,0.001,0.098,0.276,0.1,0.253,0.273
random,0.140725,0.025,0.611,0.038,0.085,0.122,0.12
random,0.14066,0.004,0.839,0.124,0.001,0.026,0.006
random,0.140654,0.35,0.096,0.039,0.067,0.446,0.002
random,0.140643,0.066,0.051,0.349,0.051,0.348,0.135
random,0.140568,0.044,0.014,0.198,0.148,0.316,0.279
random,0.140524,0.013,0.316,0.04,0.058,0.178,0.394
random,0.140426,0.315,0.039,0.111,0.003,0.484,0.049
random,0.140316,0.169,0.009,0.314,0.026,0.427,0.056
random,0.140206,0.003,0.462,0.027,0.211,0.093,0.205
random,0.140065,0.033,0.198,0.04,0.492,0.173,0.065
random,0.140007,0.063,0.286,0.151,0.153,0.272,0.076
random,0.139977,0.115,0.113,0.057,0.009,0.302,0.403
random,0.139974,0.009,0.426,0.05,0.169,0.172,0.173
random,0.139787,0.191,0.031,0.03,0.14,0.38,0.23
random,0.13977,0.142,0.287,0.042,0.257,0.27,0.001
random,0.139667,0.133,0.034,0.313,0.001,0.387,0.132
random,0.139629,0.008,0.294,0.217,0.087,0.245,0.15
random,0.139491,0.044,0.107,0.198,0.379,0.255,0.017
random,0.13944,0.002,0.749,0.096,0.0,0.011,0.142
random,0.13936,0.066,0.204,0.067,0.081,0.293,0.29
random,0.139348,0.076,0.026,0.062,0.052,0.284,0.5
random,0.13934,0.023,0.16,0.298,0.15,0.291,0.078
random,0.139235,0.0,0.085,0.163,0.271,0.243,0.237
random,0.139151,0.006,0.001,0.071,0.676,0.189,0.058
random,0.139141,0.082,0.169,0.202,0.152,0.34,0.055
random,0.139107,0.023,0.068,0.003,0.693,0.151,0.062
random,0.139003,0.005,0.376,0.145,0.27,0.195,0.009
random,0.138835,0.057,0.028,0.097,0.464,0.248,0.106
random,0.138805,0.072,0.044,0.085,0.35,0.283,0.165
random,0.138689,0.132,0.027,0.004,0.393,0.288,0.156
random,0.13844,0.024,0.167,0.04,0.043,0.216,0.51
random,0.138393,0.002,0.003,0.071,0.005,0.228,0.691
random,0.138058,0.006,0.074,0.005,0.523,0.178,0.214
random,0.138046,0.236,0.166,0.018,0.001,0.392,0.185
random,0.138008,0.05,0.102,0.214,0.013,0.294,0.327
random,0.137827,0.007,0.011,0.054,0.432,0.208,0.287
random,0.137602,0.199,0.003,0.248,0.045,0.455,0.05
random,0.137585,0.145,0.058,0.018,0.36,0.306,0.114
random,0.137417,0.04,0.004,0.377,0.162,0.365,0.053
random,0.137352,0.015,0.001,0.035,0.403,0.218,0.328
random,0.137228,0.02,0.677,0.05,0.019,0.157,0.076
random,0.137219,0.245,0.137,0.119,0.072,0.427,0.0
random,0.137057,0.159,0.093,0.11,0.03,0.392,0.214
random,0.137031,0.06,0.035,0.269,0.088,0.36,0.188
random,0.136865,0.039,0.134,0.233,0.066,0.296,0.232
random,0.136817,0.009,0.438,0.226,0.038,0.235,0.054
random,0.136677,0.1,0.013,0.43,0.009,0.396,0.052
random,0.136423,0.031,0.511,0.128,0.0,0.236,0.094
random,0.136304,0.05,0.393,0.071,0.004,0.257,0.224
random,0.136209,0.226,0.236,0.068,0.075,0.387,0.007
random,0.135986,0.09,0.285,0.029,0.32,0.224,0.051
random,0.135968,0.046,0.161,0.149,0.195,0.286,0.163
random,0.135896,0.006,0.084,0.477,0.008,0.31,0.114
random,0.135877,0.042,0.347,0.026,0.107,0.216,0.261
random,0.135849,0.302,0.074,0.006,0.038,0.437,0.143
random,0.135763,0.063,0.041,0.47,0.022,0.388,0.016
random,0.135521,0.091,0.211,0.216,0.043,0.352,0.088
random,0.135322,0.287,0.085,0.01,0.1,0.417,0.101
random,0.135315,0.019,0.128,0.455,0.078,0.321,0.0
random,0.135263,0.003,0.054,0.088,0.117,0.223,0.515
random,0.135198,0.079,0.001,0.015,0.132,0.328,0.444
random,0.134929,0.1,0.034,0.01,0.279,0.299,0.278
random,0.134649,0.027,0.45,0.032,0.318,0.165,0.009
random,0.134476,0.007,0.602,0.169,0.003,0.149,0.068
random,0.134464,0.009,0.707,0.005,0.025,0.075,0.178
random,0.134344,0.243,0.007,0.05,0.004,0.425,0.271
random,0.134237,0.091,0.016,0.301,0.002,0.405,0.185
random,0.134185,0.004,0.21,0.108,0.36,0.214,0.105
random,0.134101,0.01,0.673,0.071,0.139,0.08,0.027
random,0.134035,0.015,0.678,0.011,0.199,0.036,0.061
random,0.133752,0.021,0.191,0.201,0.245,0.248,0.095
random,0.13358,0.246,0.044,0.042,0.048,0.438,0.182
random,0.133537,0.045,0.165,0.141,0.01,0.267,0.372
random,0.133467,0.03,0.182,0.08,0.468,0.196,0.043
random,0.133427,0.001,0.269,0.007,0.074,0.181,0.467
random,0.133198,0.229,0.08,0.125,0.032,0.442,0.092
random,0.132861,0.019,0.001,0.437,0.179,0.352,0.012
random,0.132827,0.019,0.139,0.505,0.002,0.334,0.001
random,0.132346,0.051,0.003,0.011,0.203,0.288,0.444
random,0.132065,0.01,0.562,0.078,0.033,0.123,0.194
random,0.132054,0.139,0.007,0.092,0.397,0.324,0.041
random,0.131923,0.001,0.663,0.088,0.185,0.057,0.006
random,0.13172,0.012,0.792,0.014,0.018,0.006,0.158
random,0.131584,0.005,0.424,0.139,0.083,0.24,0.108
random,0.13144,0.342,0.014,0.005,0.193,0.442,0.003
random,0.131277,0.052,0.061,0.458,0.01,0.394,0.025
random,0.131244,0.147,0.076,0.089,0.05,0.398,0.24
random,0.131161,0.031,0.285,0.155,0.273,0.243,0.013
random,0.131115,0.003,0.089,0.009,0.711,0.15,0.038
random,0.130853,0.004,0.236,0.001,0.628,0.128,0.003
random,0.130815,0.096,0.1,0.004,0.001,0.289,0.51
random,0.130765,0.093,0.089,0.003,0.018,0.321,0.475
random,0.130764,0.012,0.3,0.11,0.001,0.213,0.365
random,0.130716,0.0,0.29,0.005,0.197,0.174,0.334
random,0.130553,0.017,0.195,0.019,0.298,0.23,0.242
random,0.129969,0.074,0.015,0.337,0.025,0.379,0.171
random,0.129469,0.052,0.152,0.1,0.29,0.273,0.134
random,0.12943,0.005,0.0,0.494,0.013,0.335,0.152
random,0.129425,0.012,0.87,0.035,0.0,0.08,0.003
random,0.129407,0.025,0.032,0.113,0.037,0.266,0.527
random,0.129011,0.007,0.008,0.009,0.359,0.252,0.364
random,0.129011,0.192,0.12,0.065,0.103,0.39,0.13
random,0.128982,0.022,0.682,0.002,0.196,0.046,0.053
random,0.128896,0.015,0.122,0.031,0.062,0.226,0.544
random,0.128841,0.001,0.374,0.023,0.097,0.177,0.327
random,0.128668,0.089,0.185,0.174,0.116,0.333,0.103
random,0.128569,0.291,0.091,0.02,0.138,0.426,0.034
random,0.128503,0.015,0.708,0.003,0.258,0.001,0.016
random,0.128326,0.118,0.101,0.042,0.433,0.285,0.021
random,0.128253,0.025,0.223,0.2,0.219,0.283,0.05
random,0.128229,0.422,0.036,0.017,0.001,0.517,0.007
random,0.128206,0.023,0.001,0.174,0.018,0.288,0.495
random,0.128185,0.049,0.358,0.079,0.083,0.259,0.171
random,0.128081,0.282,0.023,0.0,0.225,0.404,0.066
random,0.127279,0.336,0.131,0.015,0.008,0.46,0.049
random,0.12691,0.055,0.158,0.096,0.444,0.246,0.001
random,0.126694,0.091,0.002,0.279,0.042,0.417,0.169
random,0.126391,0.111,0.011,0.112,0.203,0.358,0.205
random,0.126361,0.107,0.011,0.117,0.206,0.362,0.196
random,0.126271,0.012,0.756,0.002,0.108,0.109,0.013
random,0.126135,0.171,0.042,0.141,0.168,0.407,0.071
random,0.126131,0.173,0.2,0.043,0.058,0.363,0.164
random,0.126042,0.008,0.834,0.031,0.0,0.008,0.118
random,0.125987,0.004,0.84,0.025,0.057,0.008,0.066
random,0.125861,0.006,0.11,0.311,0.043,0.298,0.233
random,0.125736,0.045,0.032,0.073,0.616,0.23,0.005
random,0.125648,0.005,0.647,0.04,0.029,0.075,0.203
random,0.125552,0.022,0.006,0.434,0.077,0.372,0.09
random,0.125249,0.008,0.286,0.148,0.276,0.233,0.049
random,0.125176,0.022,0.051,0.098,0.05,0.27,0.508
random,0.125006,0.025,0.075,0.291,0.083,0.341,0.185
random,0.124553,0.051,0.278,0.013,0.388,0.21,0.061
random,0.124336,0.017,0.644,0.02,0.095,0.155,0.069
random,0.124316,0.13,0.002,0.013,0.199,0.358,0.299
random,0.124166,0.146,0.171,0.047,0.079,0.352,0.204
random,0.123841,0.08,0.115,0.085,0.373,0.288,0.058
random,0.123481,0.0,0.043,0.377,0.06,0.327,0.193
random,0.123423,0.003,0.247,0.023,0.241,0.229,0.257
random,0.12316,0.003,0.155,0.016,0.282,0.246,0.298
random,0.122948,0.001,0.707,0.002,0.006,0.048,0.236
random,0.122745,0.12,0.539,0.031,0.057,0.254,0.0
random,0.122251,0.023,0.064,0.254,0.248,0.335,0.076
random,0.121504,0.103,0.121,0.017,0.464,0.275,0.021
random,0.120855,0.108,0.038,0.07,0.026,0.387,0.372
random,0.120798,0.01,0.884,0.001,0.052,0.032,0.022
random,0.120108,0.012,0.772,0.019,0.026,0.07,0.101
random,0.119986,0.031,0.115,0.028,0.17,0.279,0.378
random,0.119964,0.027,0.032,0.009,0.111,0.276,0.544
random,0.119858,0.055,0.294,0.141,0.18,0.277,0.053
random,0.119761,0.008,0.038,0.272,0.355,0.315,0.011
random,0.119557,0.001,0.324,0.003,0.252,0.202,0.219
random,0.119557,0.024,0.0,0.009,0.006,0.271,0.69
random,0.11923,0.011,0.254,0.079,0.409,0.21,0.037
random,0.119168,0.128,0.063,0.135,0.047,0.408,0.22
random,0.118546,0.084,0.062,0.05,0.492,0.283,0.029
random,0.117965,0.101,0.402,0.018,0.206,0.252,0.021
random,0.117558,0.033,0.496,0.024,0.21,0.181,0.058
random,0.117501,0.014,0.536,0.049,0.177,0.178,0.046
random,0.117326,0.144,0.209,0.165,0.107,0.375,0.0
random,0.117312,0.102,0.596,0.004,0.006,0.243,0.05
random,0.117076,0.277,0.042,0.102,0.055,0.484,0.04
random,0.117043,0.004,0.295,0.295,0.078,0.298,0.031
random,0.117041,0.175,0.071,0.006,0.284,0.346,0.118
random,0.116894,0.018,0.037,0.154,0.219,0.305,0.268
random,0.116701,0.191,0.098,0.0,0.26,0.345,0.106
random,0.116521,0.132,0.138,0.022,0.094,0.35,0.264
random,0.115526,0.055,0.038,0.243,0.005,0.398,0.261
random,0.11538,0.005,0.105,0.118,0.045,0.265,0.463
random,0.115323,0.014,0.076,0.037,0.199,0.263,0.411
random,0.115233,0.188,0.071,0.035,0.072,0.404,0.228
random,0.115004,0.017,0.063,0.071,0.463,0.263,0.123
random,0.114741,0.191,0.148,0.124,0.133,0.401,0.002
random,0.114697,0.054,0.011,0.134,0.044,0.352,0.404
random,0.114634,0.147,0.017,0.001,0.255,0.358,0.222
random,0.114628,0.047,0.1,0.069,0.444,0.259,0.082
random,0.114304,0.0,0.153,0.352,0.146,0.325,0.024
random,0.114205,0.008,0.038,0.214,0.212,0.332,0.197
random,0.113031,0.001,0.276,0.007,0.012,0.222,0.482
random,0.112893,0.019,0.462,0.013,0.182,0.195,0.128
random,0.112222,0.003,0.419,0.204,0.077,0.269,0.028
random,0.112144,0.158,0.01,0.079,0.327,0.376,0.05
random,0.112103,0.217,0.083,0.049,0.245,0.386,0.018
random,0.11202,0.258,0.05,0.16,0.006,0.49,0.037
random,0.111979,0.052,0.118,0.129,0.097,0.355,0.249
