config,ndcg,sim,popularity,item_collab,user_collab,trending,session
random,0.111868,0.055,0.405,0.0,0.035,0.264,0.241
random,0.111813,0.045,0.1,0.042,0.243,0.308,0.261
random,0.111365,0.202,0.083,0.112,0.082,0.437,0.084
random,0.111163,0.004,0.172,0.09,0.424,0.236,0.075
random,0.11102,0.21,0.23,0.069,0.048,0.402,0.041
random,0.110774,0.029,0.093,0.106,0.374,0.295,0.104
random,0.110314,0.107,0.015,0.001,0.586,0.283,0.008
random,0.110129,0.259,0.115,0.035,0.153,0.428,0.01
random,0.110041,0.0,0.318,0.078,0.231,0.239,0.133
random,0.109887,0.087,0.449,0.034,0.071,0.287,0.073
random,0.109826,0.04,0.007,0.144,0.061,0.351,0.397
random,0.109652,0.048,0.054,0.005,0.508,0.255,0.129
random,0.10958,0.036,0.101,0.051,0.103,0.332,0.378
random,0.109074,0.017,0.11,0.134,0.444,0.276,0.02
random,0.108762,0.029,0.018,0.121,0.351,0.326,0.155
random,0.108508,0.0,0.701,0.093,0.002,0.176,0.027
random,0.108393,0.008,0.121,0.147,0.424,0.28,0.021
random,0.108113,0.0,0.386,0.026,0.013,0.244,0.331
random,0.108102,0.065,0.397,0.112,0.0,0.301,0.125
random,0.107632,0.135,0.256,0.098,0.093,0.352,0.065
random,0.107477,0.045,0.171,0.019,0.13,0.312,0.322
random,0.107475,0.049,0.183,0.062,0.033,0.326,0.346
random,0.10681,0.028,0.618,0.088,0.011,0.221,0.034
random,0.1063,0.104,0.124,0.028,0.003,0.373,0.368
random,0.106035,0.057,0.114,0.288,0.093,0.401,0.046
random,0.105677,0.059,0.205,0.165,0.002,0.36,0.209
random,0.105668,0.029,0.002,0.062,0.341,0.325,0.241
random,0.105527,0.006,0.778,0.025,0.014,0.175,0.003
random,0.105408,0.017,0.127,0.179,0.249,0.324,0.105
random,0.105042,0.112,0.366,0.101,0.074,0.343,0.004
random,0.104857,0.218,0.054,0.0,0.315,0.386,0.026
random,0.104691,0.011,0.109,0.311,0.137,0.366,0.066
random,0.104574,0.221,0.017,0.147,0.016,0.489,0.11
random,0.104509,0.166,0.023,0.014,0.185,0.395,0.217
random,0.104453,0.014,0.031,0.054,0.48,0.276,0.145
random,0.104295,0.033,0.04,0.383,0.106,0.39,0.048
random,0.10426,0.016,0.084,0.334,0.186,0.374,0.006
random,0.104167,0.061,0.307,0.036,0.14,0.276,0.18
random,0.104107,0.035,0.003,0.025,0.398,0.303,0.235
random,0.103859,0.026,0.041,0.185,0.315,0.354,0.08
random,0.103056,0.077,0.421,0.058,0.01,0.287,0.147
random,0.103055,0.0,0.536,0.001,0.269,0.163,0.031
random,0.102624,0.128,0.155,0.022,0.151,0.349,0.195
random,0.102373,0.055,0.233,0.142,0.103,0.334,0.133
random,0.102212,0.01,0.214,0.168,0.204,0.308,0.097
random,0.102169,0.104,0.01,0.045,0.022,0.396,0.422
random,0.102122,0.001,0.446,0.098,0.22,0.227,0.009
random,0.101875,0.029,0.088,0.005,0.425,0.265,0.188
random,0.101857,0.022,0.518,0.041,0.189,0.215,0.015
random,0.101714,0.031,0.432,0.101,0.094,0.284,0.057
random,0.101692,0.079,0.458,0.023,0.024,0.285,0.131
random,0.101615,0.021,0.555,0.09,0.03,0.244,0.059
random,0.101516,0.033,0.225,0.19,0.207,0.323,0.023
random,0.101407,0.159,0.082,0.135,0.198,0.406,0.021
random,0.101263,0.017,0.033,0.001,0.622,0.244,0.084
random,0.101098,0.043,0.002,0.438,0.092,0.42,0.006
random,0.100966,0.014,0.149,0.205,0.075,0.345,0.212
random,0.100829,0.113,0.165,0.095,0.093,0.369,0.165
random,0.10065,0.005,0.08,0.112,0.458,0.283,0.061
random,0.100546,0.082,0.001,0.069,0.274,0.367,0.208
random,0.10053,0.047,0.003,0.018,0.639,0.265,0.028
random,0.100484,0.051,0.268,0.007,0.11,0.296,0.269
random,0.100324,0.058,0.406,0.127,0.119,0.29,0.0
random,0.100137,0.063,0.261,0.035,0.119,0.317,0.206
random,0.099408,0.028,0.02,0.004,0.131,0.349,0.468
random,0.099255,0.213,0.322,0.062,0.006,0.388,0.01
random,0.099185,0.006,0.583,0.135,0.003,0.247,0.026
random,0.098664,0.067,0.389,0.003,0.11,0.291,0.139
random,0.098561,0.075,0.157,0.02,0.156,0.341,0.251
random,0.098284,0.118,0.171,0.071,0.199,0.357,0.084
random,0.09817,0.053,0.134,0.071,0.025,0.356,0.361
random,0.098146,0.07,0.0,0.264,0.107,0.434,0.124
random,0.097692,0.046,0.005,0.051,0.08,0.376,0.443
random,0.097499,0.213,0.025,0.078,0.079,0.458,0.148
random,0.097395,0.152,0.161,0.091,0.216,0.371,0.008
random,0.097331,0.063,0.274,0.189,0.121,0.341,0.012
random,0.097202,0.003,0.0,0.043,0.07,0.308,0.576
random,0.097162,0.046,0.288,0.03,0.008,0.306,0.322
random,0.097153,0.003,0.052,0.049,0.001,0.316,0.58
random,0.096912,0.01,0.255,0.287,0.043,0.342,0.064
random,0.096371,0.005,0.158,0.109,0.022,0.301,0.405
random,0.096026,0.023,0.664,0.042,0.005,0.229,0.036
random,0.095798,0.003,0.127,0.255,0.07,0.336,0.21
random,0.095695,0.109,0.129,0.073,0.224,0.358,0.107
random,0.095274,0.001,0.265,0.022,0.356,0.229,0.127
random,0.094563,0.019,0.349,0.052,0.008,0.277,0.295
random,0.094088,0.045,0.085,0.076,0.004,0.382,0.408
random,0.094013,0.125,0.008,0.117,0.247,0.404,0.1
random,0.09364,0.127,0.002,0.001,0.297,0.379,0.193
random,0.093367,0.007,0.136,0.155,0.312,0.317,0.074
random,0.093207,0.06,0.036,0.406,0.015,0.444,0.039
random,0.093056,0.154,0.245,0.173,0.002,0.414,0.011
random,0.092971,0.082,0.199,0.024,0.007,0.351,0.338
random,0.092914,0.086,0.262,0.004,0.351,0.29,0.007
random,0.092484,0.026,0.072,0.216,0.059,0.365,0.262
random,0.092119,0.083,0.085,0.066,0.451,0.314,0.001
random,0.091804,0.055,0.091,0.038,0.401,0.311,0.103
random,0.091653,0.038,0.561,0.0,0.164,0.231,0.006
random,0.091607,0.077,0.155,0.213,0.043,0.402,0.11
random,0.091445,0.005,0.342,0.048,0.012,0.275,0.317
random,0.091256,0.001,0.001,0.026,0.711,0.259,0.002
random,0.091187,0.041,0.094,0.17,0.348,0.347,0.0
random,0.091149,0.056,0.449,0.128,0.055,0.304,0.009
random,0.090478,0.018,0.007,0.457,0.058,0.431,0.029
random,0.090357,0.001,0.161,0.252,0.025,0.363,0.198
random,0.090113,0.083,0.033,0.233,0.029,0.449,0.174
random,0.090043,0.157,0.339,0.013,0.106,0.35,0.035
random,0.089902,0.0,0.435,0.068,0.223,0.237,0.037
random,0.08967,0.003,0.167,0.066,0.003,0.32,0.442
random,0.08946,0.11,0.163,0.013,0.23,0.352,0.133
random,0.089458,0.008,0.653,0.007,0.08,0.217,0.035
random,0.089184,0.275,0.053,0.017,0.159,0.463,0.034
random,0.089128,0.029,0.242,0.005,0.049,0.306,0.37
random,0.089086,0.191,0.027,0.063,0.236,0.439,0.044
random,0.088724,0.028,0.037,0.31,0.06,0.437,0.127
random,0.088672,0.0,0.509,0.004,0.205,0.214,0.068
random,0.088469,0.008,0.013,0.092,0.459,0.314,0.113
random,0.08803,0.038,0.213,0.0,0.126,0.313,0.31
random,0.087834,0.023,0.485,0.009,0.184,0.24,0.059
random,0.087789,0.001,0.269,0.102,0.263,0.291,0.074
random,0.08761,0.012,0.308,0.171,0.103,0.32,0.087
random,0.086646,0.151,0.034,0.09,0.17,0.432,0.123
random,0.086524,0.057,0.1,0.208,0.003,0.423,0.209
random,0.085997,0.174,0.119,0.048,0.257,0.398,0.005
random,0.08588,0.11,0.004,0.314,0.024,0.493,0.056
random,0.085828,0.081,0.038,0.082,0.448,0.347,0.004
random,0.085663,0.006,0.202,0.015,0.502,0.236,0.04
random,0.085391,0.001,0.113,0.383,0.019,0.418,0.067
random,0.084869,0.0,0.042,0.009,0.032,0.345,0.571
random,0.084525,0.031,0.132,0.039,0.094,0.346,0.358
random,0.08445,0.032,0.219,0.152,0.024,0.352,0.221
random,0.084048,0.065,0.049,0.369,0.018,0.476,0.024
random,0.083866,0.062,0.037,0.053,0.417,0.341,0.091
random,0.083802,0.005,0.101,0.29,0.189,0.383,0.032
random,0.083756,0.023,0.156,0.065,0.31,0.317,0.129
random,0.083489,0.178,0.161,0.0,0.04,0.4,0.222
random,0.083265,0.0,0.629,0.01,0.072,0.236,0.051
random,0.082662,0.022,0.007,0.369,0.0,0.462,0.14
random,0.082317,0.264,0.003,0.034,0.016,0.51,0.173
random,0.082141,0.05,0.043,0.013,0.461,0.324,0.11
random,0.081931,0.109,0.013,0.008,0.049,0.408,0.413
random,0.080718,0.117,0.209,0.074,0.08,0.389,0.131
random,0.080506,0.009,0.438,0.006,0.116,0.254,0.177
random,0.080328,0.146,0.129,0.148,0.119,0.425,0.033
random,0.0799,0.015,0.208,0.263,0.068,0.384,0.061
random,0.079536,0.372,0.01,0.003,0.021,0.575,0.018
random,0.079531,0.131,0.1,0.012,0.307,0.377,0.072
random,0.079394,0.0,0.08,0.011,0.642,0.263,0.003
random,0.079266,0.203,0.321,0.0,0.072,0.397,0.006
random,0.079168,0.151,0.133,0.002,0.082,0.399,0.234
random,0.07914,0.053,0.124,0.001,0.522,0.29,0.009
random,0.078845,0.01,0.029,0.008,0.621,0.285,0.048
random,0.078381,0.03,0.064,0.037,0.522,0.301,0.047
random,0.078307,0.11,0.076,0.127,0.262,0.414,0.012
random,0.078288,0.025,0.076,0.261,0.204,0.401,0.033
random,0.07778,0.054,0.108,0.044,0.055,0.387,0.351
random,0.0776,0.298,0.031,0.001,0.025,0.519,0.125
random,0.077341,0.074,0.157,0.159,0.219,0.387,0.004
random,0.076586,0.104,0.122,0.036,0.235,0.377,0.126
random,0.076465,0.007,0.529,0.003,0.07,0.261,0.131
random,0.076222,0.05,0.449,0.144,0.008,0.318,0.032
random,0.076139,0.209,0.104,0.025,0.151,0.456,0.055
random,0.075831,0.103,0.054,0.003,0.26,0.391,0.189
random,0.075552,0.003,0.088,0.315,0.094,0.412,0.088
random,0.075497,0.007,0.43,0.038,0.27,0.236,0.019
random,0.074959,0.0,0.297,0.284,0.021,0.351,0.047
random,0.074649,0.005,0.397,0.109,0.072,0.303,0.115
random,0.074312,0.018,0.041,0.21,0.296,0.397,0.038
random,0.074242,0.025,0.012,0.026,0.323,0.372,0.242
random,0.074052,0.012,0.528,0.048,0.026,0.265,0.121
random,0.074008,0.215,0.043,0.03,0.208,0.47,0.034
random,0.073845,0.065,0.006,0.245,0.201,0.438,0.045
random,0.07384,0.082,0.336,0.064,0.052,0.345,0.12
random,0.073161,0.18,0.009,0.069,0.255,0.46,0.026
random,0.072885,0.019,0.164,0.279,0.069,0.406,0.063
random,0.072609,0.166,0.247,0.008,0.165,0.4,0.014
random,0.07201,0.107,0.029,0.307,0.051,0.495,0.01
random,0.071844,0.005,0.063,0.209,0.16,0.408,0.155
random,0.071573,0.061,0.329,0.152,0.08,0.356,0.022
random,0.070958,0.255,0.062,0.08,0.013,0.504,0.085
random,0.070912,0.228,0.009,0.145,0.003,0.526,0.088
random,0.070832,0.28,0.06,0.049,0.068,0.52,0.024
random,0.070292,0.18,0.111,0.167,0.066,0.475,0.001
random,0.069445,0.073,0.273,0.002,0.256,0.315,0.081
random,0.069163,0.006,0.333,0.004,0.285,0.257,0.116
random,0.068914,0.004,0.035,0.008,0.648,0.297,0.009
random,0.068819,0.148,0.143,0.003,0.032,0.416,0.257
random,0.068818,0.018,0.132,0.018,0.543,0.288,0.001
random,0.068737,0.062,0.04,0.042,0.491,0.356,0.009
random,0.06872,0.083,0.076,0.151,0.16,0.425,0.106
random,0.06863,0.0,0.306,0.117,0.27,0.302,0.005
random,0.068213,0.042,0.072,0.05,0.43,0.34,0.066
random,0.067698,0.154,0.15,0.035,0.241,0.404,0.015
random,0.067592,0.056,0.003,0.005,0.444,0.358,0.134
random,0.067581,0.058,0.238,0.002,0.373,0.3,0.028
random,0.067572,0.017,0.013,0.039,0.541,0.338,0.053
random,0.067204,0.001,0.0,0.057,0.372,0.372,0.197
random,0.067096,0.306,0.001,0.054,0.071,0.563,0.005
random,0.066347,0.017,0.06,0.248,0.045,0.448,0.183
random,0.066271,0.078,0.203,0.003,0.337,0.331,0.049
random,0.065998,0.031,0.153,0.012,0.482,0.304,0.019
random,0.065928,0.0,0.059,0.048,0.27,0.358,0.264
random,0.065908,0.057,0.039,0.018,0.182,0.403,0.301
random,0.065574,0.035,0.085,0.328,0.074,0.459,0.02
random,0.065237,0.056,0.173,0.304,0.004,0.453,0.01
random,0.065204,0.11,0.018,0.002,0.061,0.42,0.389
random,0.064854,0.074,0.065,0.118,0.215,0.428,0.101
random,0.064685,0.035,0.307,0.171,0.045,0.368,0.075
random,0.064183,0.14,0.282,0.062,0.081,0.408,0.026
random,0.064062,0.019,0.018,0.035,0.195,0.389,0.344
random,0.063941,0.025,0.028,0.003,0.005,0.41,0.529
random,0.063653,0.063,0.0,0.002,0.482,0.375,0.078
random,0.063605,0.15,0.055,0.002,0.186,0.448,0.159
random,0.063333,0.024,0.025,0.192,0.308,0.426,0.024
random,0.063235,0.004,0.196,0.172,0.03,0.388,0.211
random,0.06321,0.007,0.143,0.02,0.357,0.314,0.158
random,0.062825,0.244,0.029,0.094,0.062,0.547,0.023
random,0.062612,0.2,0.005,0.091,0.078,0.517,0.109
random,0.062519,0.002,0.374,0.02,0.333,0.27,0.0
random,0.062287,0.267,0.028,0.102,0.017,0.555,0.032
random,0.061898,0.008,0.476,0.096,0.024,0.307,0.09
random,0.061573,0.158,0.216,0.132,0.02,0.451,0.024
random,0.061495,0.032,0.318,0.085,0.234,0.322,0.009
random,0.061368,0.02,0.094,0.005,0.39,0.324,0.167
random,0.061179,0.27,0.047,0.037,0.0,0.542,0.104
random,0.060982,0.033,0.023,0.247,0.114,0.46,0.123
random,0.060342,0.178,0.062,0.189,0.007,0.519,0.044
random,0.060117,0.045,0.057,0.209,0.213,0.447,0.029
random,0.060026,0.033,0.055,0.021,0.023,0.411,0.457
random,0.059763,0.075,0.151,0.079,0.205,0.407,0.084
random,0.059455,0.027,0.086,0.248,0.019,0.463,0.156
random,0.0594,0.124,0.001,0.076,0.316,0.465,0.018
random,0.058959,0.203,0.232,0.06,0.041,0.461,0.004
random,0.058686,0.002,0.058,0.011,0.53,0.328,0.07
random,0.058544,0.019,0.04,0.139,0.1,0.422,0.281
random,0.058398,0.056,0.038,0.126,0.163,0.457,0.16
random,0.058088,0.119,0.196,0.103,0.096,0.434,0.053
random,0.058009,0.012,0.262,0.179,0.0,0.394,0.153
random,0.057655,0.005,0.007,0.021,0.443,0.357,0.167
random,0.057112,0.07,0.021,0.062,0.348,0.413,0.086
random,0.056854,0.133,0.239,0.018,0.189,0.409,0.011
random,0.056769,0.028,0.39,0.001,0.119,0.325,0.137
random,0.056757,0.182,0.001,0.125,0.103,0.523,0.067
random,0.056713,0.009,0.04,0.05,0.404,0.365,0.132
random,0.056395,0.21,0.132,0.068,0.01,0.519,0.061
random,0.056333,0.08,0.003,0.019,0.453,0.403,0.042
random,0.056312,0.0,0.019,0.036,0.57,0.346,0.03
random,0.055562,0.011,0.039,0.226,0.24,0.441,0.044
random,0.055515,0.01,0.245,0.08,0.347,0.308,0.01
random,0.055465,0.014,0.07,0.043,0.001,0.427,0.445
random,0.055313,0.051,0.302,0.001,0.295,0.328,0.022
random,0.055134,0.105,0.115,0.086,0.004,0.436,0.254
random,0.053959,0.118,0.019,0.276,0.008,0.542,0.037
random,0.053358,0.047,0.03,0.052,0.491,0.376,0.004
random,0.053351,0.161,0.353,0.02,0.05,0.414,0.002
random,0.053241,0.204,0.041,0.11,0.082,0.54,0.023
random,0.053033,0.167,0.157,0.11,0.003,0.488,0.076
random,0.052962,0.076,0.264,0.039,0.014,0.395,0.213
random,0.052885,0.109,0.001,0.098,0.291,0.487,0.013
random,0.05221,0.081,0.313,0.0,0.211,0.376,0.019
random,0.052103,0.007,0.485,0.003,0.066,0.286,0.154
random,0.051703,0.032,0.003,0.104,0.009,0.465,0.387
random,0.051456,0.003,0.022,0.076,0.428,0.378,0.093
random,0.050956,0.01,0.287,0.059,0.249,0.335,0.06
random,0.05078,0.192,0.164,0.043,0.067,0.482,0.051
random,0.050184,0.183,0.238,0.046,0.002,0.48,0.05
random,0.049846,0.1,0.189,0.001,0.304,0.403,0.003
random,0.04967,0.042,0.0,0.189,0.266,0.464,0.039
random,0.049561,0.075,0.13,0.061,0.008,0.437,0.29
random,0.049535,0.087,0.125,0.024,0.317,0.419,0.028
random,0.049458,0.017,0.523,0.106,0.01,0.323,0.022
random,0.049263,0.114,0.168,0.105,0.019,0.434,0.16
random,0.049222,0.081,0.054,0.032,0.022,0.455,0.355
random,0.04897,0.014,0.122,0.02,0.265,0.377,0.202
random,0.048842,0.062,0.242,0.056,0.146,0.396,0.098
random,0.048553,0.114,0.031,0.045,0.044,0.478,0.288
random,0.048515,0.187,0.047,0.158,0.001,0.548,0.059
random,0.04844,0.012,0.146,0.016,0.399,0.331,0.095
random,0.048386,0.065,0.45,0.037,0.085,0.359,0.004
random,0.048287,0.093,0.001,0.295,0.01,0.555,0.046
random,0.047926,0.013,0.331,0.043,0.233,0.329,0.051
random,0.047604,0.01,0.005,0.005,0.481,0.374,0.125
random,0.047539,0.031,0.186,0.059,0.335,0.365,0.024
random,0.047539,0.014,0.205,0.069,0.338,0.355,0.019
random,0.047498,0.02,0.106,0.214,0.221,0.438,0.001
random,0.047438,0.072,0.011,0.019,0.06,0.467,0.371
random,0.046429,0.063,0.044,0.159,0.128,0.468,0.139
random,0.046257,0.037,0.18,0.0,0.36,0.391,0.032
random,0.045976,0.013,0.014,0.055,0.408,0.459,0.051
random,0.045686,0.017,0.146,0.113,0.013,0.429,0.283
random,0.045672,0.027,0.037,0.084,0.051,0.449,0.353
random,0.045448,0.087,0.046,0.075,0.251,0.468,0.072
random,0.045404,0.126,0.189,0.079,0.127,0.461,0.018
random,0.04526,0.016,0.0,0.029,0.37,0.456,0.128
random,0.044783,0.027,0.299,0.031,0.231,0.356,0.056
random,0.044569,0.047,0.035,0.034,0.041,0.46,0.382
random,0.044509,0.161,0.065,0.018,0.169,0.503,0.084
random,0.044476,0.013,0.203,0.159,0.034,0.423,0.167
random,0.044325,0.029,0.018,0.11,0.111,0.46,0.272
random,0.044313,0.056,0.295,0.011,0.214,0.394,0.031
random,0.044247,0.08,0.117,0.119,0.053,0.478,0.153
random,0.044233,0.101,0.093,0.158,0.014,0.524,0.11
random,0.044029,0.161,0.079,0.151,0.076,0.513,0.021
random,0.043988,0.128,0.009,0.055,0.185,0.522,0.1
random,0.043981,0.224,0.055,0.047,0.065,0.561,0.048
random,0.043783,0.027,0.014,0.201,0.13,0.477,0.151
random,0.043743,0.005,0.185,0.064,0.147,0.393,0.207
random,0.043735,0.029,0.343,0.012,0.198,0.369,0.049
random,0.043393,0.124,0.026,0.193,0.026,0.556,0.075
random,0.043348,0.02,0.506,0.009,0.107,0.338,0.019
random,0.043244,0.162,0.151,0.117,0.002,0.506,0.062
random,0.042717,0.083,0.118,0.17,0.009,0.506,0.113
random,0.042616,0.001,0.092,0.182,0.276,0.43,0.02
random,0.042277,0.034,0.001,0.083,0.005,0.499,0.379
random,0.041674,0.1,0.219,0.089,0.032,0.443,0.117
random,0.041348,0.002,0.084,0.189,0.144,0.435,0.147
random,0.04133,0.046,0.039,0.002,0.009,0.467,0.437
random,0.041288,0.019,0.029,0.21,0.092,0.503,0.148
random,0.04125,0.055,0.005,0.117,0.293,0.473,0.058
random,0.041237,0.013,0.33,0.002,0.258,0.37,0.026
random,0.041224,0.039,0.16,0.126,0.205,0.419,0.051
random,0.041101,0.057,0.018,0.256,0.148,0.513,0.008
random,0.04098,0.24,0.024,0.037,0.038,0.575,0.084
random,0.040386,0.053,0.026,0.317,0.01,0.591,0.003
random,0.039711,0.011,0.082,0.08,0.005,0.472,0.35
random,0.039662,0.265,0.08,0.006,0.049,0.587,0.013
random,0.039421,0.004,0.39,0.006,0.092,0.33,0.178
random,0.038938,0.148,0.302,0.022,0.003,0.458,0.065
random,0.038924,0.053,0.002,0.004,0.218,0.452,0.271
random,0.038538,0.168,0.004,0.168,0.06,0.564,0.035
random,0.038348,0.154,0.078,0.191,0.039,0.537,0.0
random,0.037961,0.005,0.014,0.084,0.354,0.457,0.085
random,0.037919,0.032,0.131,0.142,0.006,0.469,0.221
random,0.037491,0.306,0.017,0.005,0.04,0.627,0.003
random,0.037413,0.009,0.451,0.084,0.057,0.356,0.043
random,0.036754,0.022,0.004,0.173,0.045,0.522,0.234
random,0.036157,0.061,0.284,0.001,0.073,0.393,0.189
random,0.035931,0.046,0.032,0.033,0.017,0.5,0.372
random,0.035856,0.143,0.053,0.027,0.175,0.523,0.079
random,0.035265,0.018,0.131,0.039,0.2,0.426,0.187
random,0.034879,0.009,0.071,0.117,0.231,0.455,0.117
random,0.034728,0.07,0.167,0.037,0.202,0.452,0.072
random,0.034624,0.047,0.128,0.147,0.17,0.468,0.039
random,0.034551,0.05,0.432,0.0,0.063,0.364,0.091
random,0.034019,0.013,0.27,0.006,0.271,0.432,0.008
random,0.03389,0.003,0.144,0.045,0.156,0.417,0.235
random,0.033842,0.01,0.07,0.003,0.339,0.456,0.124
random,0.033817,0.123,0.011,0.0,0.118,0.515,0.233
random,0.033499,0.146,0.137,0.022,0.02,0.51,0.165
random,0.033447,0.151,0.023,0.049,0.201,0.553,0.024
random,0.033083,0.036,0.405,0.159,0.0,0.398,0.002
random,0.033017,0.0,0.044,0.065,0.182,0.445,0.263
random,0.032658,0.035,0.357,0.044,0.143,0.396,0.024
random,0.032499,0.085,0.001,0.042,0.232,0.537,0.102
random,0.032302,0.119,0.16,0.024,0.108,0.477,0.112
random,0.032061,0.068,0.065,0.094,0.001,0.526,0.247
random,0.031647,0.007,0.147,0.001,0.078,0.404,0.363
random,0.031613,0.118,0.232,0.001,0.14,0.455,0.054
random,0.031608,0.209,0.015,0.015,0.005,0.58,0.177
random,0.031537,0.163,0.006,0.023,0.019,0.564,0.225
random,0.031389,0.019,0.057,0.227,0.211,0.479,0.006
random,0.031313,0.006,0.225,0.005,0.298,0.463,0.003
random,0.031213,0.022,0.133,0.039,0.237,0.435,0.135
random,0.030842,0.103,0.186,0.078,0.009,0.493,0.131
random,0.030614,0.058,0.294,0.033,0.177,0.426,0.013
random,0.030482,0.027,0.447,0.006,0.002,0.36,0.158
random,0.030424,0.005,0.301,0.016,0.228,0.439,0.011
random,0.03021,0.124,0.244,0.019,0.076,0.464,0.074
random,0.029674,0.189,0.062,0.082,0.031,0.568,0.069
random,0.029292,0.017,0.288,0.195,0.0,0.432,0.069
random,0.029285,0.028,0.231,0.097,0.164,0.444,0.037
random,0.028834,0.208,0.012,0.085,0.001,0.623,0.071
random,0.028805,0.037,0.005,0.015,0.381,0.524,0.038
random,0.028753,0.031,0.105,0.008,0.002,0.466,0.389
random,0.028729,0.11,0.071,0.213,0.011,0.595,0.001
random,0.028348,0.19,0.093,0.007,0.105,0.559,0.044
random,0.028322,0.038,0.286,0.005,0.208,0.456,0.007
random,0.027879,0.053,0.064,0.121,0.234,0.489,0.04
random,0.027834,0.007,0.292,0.07,0.015,0.401,0.215
random,0.027731,0.007,0.164,0.013,0.233,0.436,0.146
random,0.027705,0.105,0.171,0.016,0.183,0.518,0.008
random,0.027669,0.149,0.238,0.042,0.044,0.506,0.021
random,0.027463,0.055,0.151,0.059,0.155,0.468,0.112
random,0.027365,0.02,0.179,0.117,0.218,0.455,0.011
random,0.027245,0.001,0.107,0.007,0.243,0.444,0.198
random,0.026514,0.001,0.213,0.275,0.026,0.48,0.005
random,0.025894,0.008,0.142,0.248,0.023,0.513,0.067
random,0.025554,0.007,0.002,0.211,0.077,0.55,0.153
random,0.025467,0.092,0.333,0.004,0.111,0.456,0.004
random,0.025275,0.007,0.227,0.183,0.074,0.441,0.068
random,0.025194,0.022,0.072,0.223,0.182,0.496,0.006
random,0.025144,0.004,0.057,0.185,0.206,0.483,0.065
random,0.025102,0.047,0.14,0.016,0.231,0.499,0.069
random,0.025012,0.007,0.119,0.105,0.177,0.455,0.137
random,0.024953,0.066,0.013,0.017,0.316,0.556,0.032
random,0.024736,0.023,0.095,0.159,0.219,0.498,0.007
random,0.024715,0.141,0.225,0.018,0.009,0.487,0.119
random,0.023712,0.042,0.069,0.227,0.089,0.543,0.03
random,0.023652,0.013,0.094,0.212,0.018,0.537,0.125
random,0.023546,0.058,0.041,0.019,0.183,0.506,0.193
random,0.02237,0.111,0.183,0.153,0.001,0.539,0.012
random,0.022359,0.054,0.122,0.24,0.011,0.561,0.013
random,0.022341,0.028,0.021,0.021,0.06,0.511,0.359
random,0.022157,0.061,0.081,0.144,0.1,0.521,0.092
random,0.021877,0.021,0.062,0.073,0.289,0.506,0.049
random,0.021696,0.09,0.254,0.074,0.049,0.47,0.063
random,0.021657,0.008,0.059,0.092,0.293,0.518,0.03
random,0.021577,0.171,0.034,0.077,0.099,0.59,0.028
random,0.020827,0.019,0.384,0.031,0.109,0.435,0.021
random,0.020743,0.0,0.125,0.151,0.103,0.474,0.146
random,0.020743,0.0,0.1,0.189,0.079,0.513,0.12
random,0.020726,0.017,0.1,0.232,0.003,0.562,0.086
random,0.020637,0.026,0.011,0.054,0.278,0.552,0.079
random,0.020415,0.037,0.096,0.245,0.0,0.572,0.049
random,0.020266,0.026,0.007,0.265,0.052,0.615,0.035
random,0.020016,0.05,0.0,0.011,0.25,0.555,0.134
random,0.019408,0.031,0.072,0.181,0.122,0.528,0.067
random,0.019323,0.073,0.071,0.01,0.003,0.527,0.316
random,0.018877,0.089,0.003,0.038,0.074,0.561,0.234
random,0.018848,0.175,0.043,0.071,0.098,0.599,0.013
random,0.018848,0.147,0.099,0.028,0.06,0.551,0.115
random,0.018558,0.031,0.028,0.004,0.181,0.488,0.268
random,0.018431,0.003,0.179,0.252,0.039,0.521,0.007
random,0.017573,0.001,0.012,0.224,0.197,0.528,0.037
random,0.017154,0.011,0.038,0.008,0.157,0.471,0.315
random,0.016779,0.038,0.248,0.136,0.009,0.477,0.092
random,0.016779,0.055,0.152,0.122,0.018,0.523,0.132
random,0.016595,0.009,0.16,0.007,0.034,0.463,0.326
random,0.016588,0.076,0.056,0.083,0.004,0.574,0.207
random,0.016369,0.036,0.04,0.114,0.238,0.552,0.021
